Placement,Name,Country,Points,Wins,Losses,Ties,Record,OPW_Percent,OOPW_Percent,Deck
1146,Paul Cote,CA,10,3,3,1,3 - 3 - 1 drop,47.48,52.83,dragapultdusknoir
1147,Ari Spruill,US,10,3,3,1,3 - 3 - 1 drop,47.45,54.36,gardevoirjellicent
1148,Megan Dietrick,US,10,3,4,1,3 - 4 - 1,47.4,50.54,typhlosion
1149,Jonathan Gazmen,CA,10,3,4,1,3 - 4 - 1,47.4,50.06,kangaskhan-megabouffalant
1150,Donovan Toro,US,10,3,4,1,3 - 4 - 1,47.32,48.3,dragapultdusknoir
1151,Natalie Miller,US,10,3,4,1,3 - 4 - 1,47.19,51.08,roaring-moondudunsparce
1152,Fenghua Li,CA,10,3,4,1,3 - 4 - 1,47.19,44.88,gardevoir
1153,Rebecca Gaul,US,10,3,3,1,3 - 3 - 1 drop,47.11,51.36,dragapultdusknoir
1154,Kevin Endrijaitis,US,10,3,4,1,3 - 4 - 1,47.03,45.73,gardevoirjellicent
1155,Nate Sienkiewicz,US,10,3,4,1,3 - 4 - 1,46.88,48.16,charizardnoctowl
1156,Gordy Brown,US,10,3,4,1,3 - 4 - 1,46.88,47.17,alakazamdudunsparce
1157,Joshua Busch,US,10,3,4,1,3 - 4 - 1,46.72,48.62,lucario-megahariyama
1158,Sarah Harvey,CA,10,3,4,1,3 - 4 - 1,46.65,47.88,gholdengolunatone
1159,Aidan Tauber,US,10,3,4,1,3 - 4 - 1,46.54,49.59,gholdengolunatone
1160,Elias Photopoulos,US,10,3,3,1,3 - 3 - 1 drop,46.53,54.38,gholdengolunatone
1161,Ivan Rodrguez,US,10,3,4,1,3 - 4 - 1,46.46,50.64,gholdengolunatone
1162,Nicholas Ly,CA,10,3,3,1,3 - 3 - 1 drop,46.43,51.12,charizardpidgeot
1163,Steven Slowka,CA,10,3,4,1,3 - 4 - 1,46.09,48.16,flareonnoctowl
1164,Drew Reeves,US,10,3,4,1,3 - 4 - 1,46.09,44.45,alakazamdudunsparce
1165,corey duong,US,10,3,4,1,3 - 4 - 1,45.98,47.5,dragapultdusknoir
1166,Jason Tan,CA,10,3,4,1,3 - 4 - 1,45.94,48.36,noctowlogerpon-wellspring
1167,Mark Aberin,CA,10,3,3,1,3 - 3 - 1 drop,45.92,47.35,gholdengolunatone
1168,Eui Cho,US,10,3,3,1,3 - 3 - 1 drop,45.9,49.15,dragapultdusknoir
1169,Jonathan Mak,CA,10,3,4,1,3 - 4 - 1,45.83,47.74,gholdengolunatone
1170,Mitch Baldwin,CA,10,3,3,1,3 - 3 - 1 drop,45.75,49.6,ursaluna-bloodmoonlunatone
1171,Benjamin Barreto,US,10,3,3,1,3 - 3 - 1 drop,45.58,54.19,substitute
1172,Éli St-Hilaire,CA,10,3,4,1,3 - 4 - 1,45.31,47.4,grimmsnarlfroslass
1173,Evan Proctor,US,10,3,4,1,3 - 4 - 1,45.31,44.62,charizardnoctowl
1174,Jamie Aldcorn,CA,10,3,4,1,3 - 4 - 1,45.31,44.51,raging-boltogerpon
1175,Brad Taylor,UK,10,3,4,1,3 - 4 - 1,45.16,49.49,gholdengolunatone
1176,Connor Yetman,CA,10,3,4,1,3 - 4 - 1,44.9,52.07,absol-megakangaskhan-mega
1177,Samuel Castellano,CA,10,2,2,4,2 - 2 - 4,44.79,49.31,gardevoir
1178,James Washer,US,10,3,4,1,3 - 4 - 1,44.79,47.55,kangaskhan-megabouffalant
1179,Ashton Meace,CA,10,3,3,1,3 - 3 - 1 drop,44.69,54.02,gholdengolunatone
1180,Avery Biggers,US,10,3,4,1,3 - 4 - 1,44.62,46.09,alakazamdudunsparce
1181,Samantha Sudhai,CA,10,3,3,1,3 - 3 - 1 drop,44.42,48.66,charizardnoctowl
1182,Gabriel Machabée,CA,10,3,4,1,3 - 4 - 1,44.27,54.19,raging-boltogerpon
1183,James Merrick,CA,10,3,4,1,3 - 4 - 1,44.15,45.55,charizardnoctowl
1184,Samantha Kuhn,US,10,3,3,1,3 - 3 - 1 drop,43.88,48.83,gholdengolunatone
1185,Alec Avedissian,CA,10,3,4,1,3 - 4 - 1,43.44,53.2,dragapultdusknoir
1186,David Stressman,US,10,3,4,1,3 - 4 - 1,43.26,48.58,dragapultdusknoir
1187,Stephanie Bennet,US,10,3,4,1,3 - 4 - 1,42.97,46.96,alakazamdudunsparce
1188,Ruochen Tang,US,10,1,0,7,1 - 0 - 7,42.7,48.27,zoroark
1189,William Milne,CA,10,3,3,1,3 - 3 - 1 drop,42.55,49.69,gardevoirjellicent
1190,Vincent Geiger,US,10,3,4,1,3 - 4 - 1,42.5,46.51,gardevoirjellicent
1191,Chase Farley,US,10,3,4,1,3 - 4 - 1,42.4,44.56,gholdengolunatone
1192,Dartagnan Fancher,US,10,3,4,1,3 - 4 - 1,42.26,46.03,charizardnoctowl
1193,YOHEI WATAI,JP,10,2,2,4,2 - 2 - 4,42.22,47.05,noctowlogerpon-wellspring
1194,Michael Bergeron,US,10,3,4,1,3 - 4 - 1,42.19,47.76,charizardpidgeot
1195,Matthew Tam,CA,10,3,4,1,3 - 4 - 1,42.08,47.12,garchomp
1196,Tommy Dussault,CA,10,3,4,1,3 - 4 - 1,41.96,49.11,dragapultdusknoir
1197,Riley Janowicz,US,10,3,4,1,3 - 4 - 1,41.55,49.9,greninja
1198,Jean-Christophe Fournier,CA,10,2,2,4,2 - 2 - 4,41.46,48.73,flareonnoctowl
1199,Ben Sofer,US,10,3,4,1,3 - 4 - 1,41.41,48.57,hydreigon
1200,Ben Helsel,US,10,3,4,1,3 - 4 - 1,41.25,47.52,dragapultdusknoir
1201,Ryan Chan,US,10,3,4,1,3 - 4 - 1,40.63,44.31,dragapultdusknoir
1202,Dominic Cote,CA,10,3,4,1,3 - 4 - 1,40.47,46.09,kangaskhan-megabouffalant
1203,Conan Craig,US,10,3,4,1,3 - 4 - 1,40.4,50.21,dragapultdusknoir
1204,Mathieu Guay,CA,10,3,4,1,3 - 4 - 1,40.36,48.23,seakingthwackey
1205,Joshua Gracia,US,10,3,3,1,3 - 3 - 1 drop,38.61,49.77,gholdengojoltik
1206,John Dionido,CA,10,3,3,1,3 - 3 - 1 drop,34.01,49.24,gholdengolunatone
1207,Nick Hope,CA,9,3,3,0,3 - 3 - 0 drop,69.44,48.19,greninja
1208,Tyler Znoj,CA,9,3,3,0,3 - 3 - 0 drop,67.78,52.75,gholdengolunatone
1209,Brenden Littlefield,US,9,3,3,0,3 - 3 - 0 drop,66.67,52.36,zoroark
1210,Harry Yaole,CA,9,3,3,0,3 - 3 - 0 drop,63.89,49.58,zoroark
1211,Thor Peterson,US,9,3,5,0,3 - 5 - 0,63.17,51.7,gardevoirjellicent
1212,Jose Marzan,US,9,3,3,0,3 - 3 - 0 drop,62.5,52.69,gholdengolunatone
1213,Samuel Martino,CA,9,3,5,0,3 - 5 - 0,62.5,50.5,charizardnoctowl
1214,Elineury Collado,US,9,3,3,0,3 - 3 - 0 drop,62.5,46.81,zoroark
1215,May White,CA,9,3,3,0,3 - 3 - 0 drop,62.22,52.09,gardevoirjellicent
1216,Andrew Creech,CA,9,3,3,0,3 - 3 - 0 drop,61.11,51.53,gholdengolunatone
1217,Brian VanGelder,US,9,3,3,0,3 - 3 - 0 drop,61.11,51.44,gardevoirjellicent
1218,Jason Nieves,US,9,3,3,0,3 - 3 - 0 drop,61.11,51.25,charizardpidgeot
1219,Oliver Gooch,UK,9,2,1,3,2 - 1 - 3 drop,61.11,51.11,charizardnoctowl
1220,Corey Robinson,US,9,3,3,0,3 - 3 - 0 drop,60.83,53.78,gholdengolunatone
1221,William Zhou,CA,9,3,4,0,3 - 4 - 0 drop,60.2,50.85,dragapultdusknoir
1222,Garrett Todd,CA,9,3,4,0,3 - 4 - 0 drop,60.2,50.03,gholdengolunatone
1223,Charlie Appleby,CA,9,3,3,0,3 - 3 - 0 drop,59.72,51.94,charizardnoctowl
1224,Ivan Aulbrook,CA,9,3,3,0,3 - 3 - 0 drop,59.72,51.53,dragapultdusknoir
1225,Justin So,CA,9,3,3,0,3 - 3 - 0 drop,59.44,54.63,gholdengolunatone
1226,Mario Velazquez,CA,9,3,3,0,3 - 3 - 0 drop,59.17,50.8,grimmsnarl
1227,Benjamin Nace,US,9,3,4,0,3 - 4 - 0 drop,58.44,53.51,dragapultdusknoir
1228,Samuel Gay,US,9,3,3,0,3 - 3 - 0 drop,58.33,53.43,gardevoir
1229,Jacob Hamill,CA,9,3,3,0,3 - 3 - 0 drop,58.33,49.85,ceruledge
1230,Ryan Antonucci,US,9,3,3,0,3 - 3 - 0 drop,58.33,49.54,gardevoirjellicent
1231,Kyle Pyykkonen,US,9,3,5,0,3 - 5 - 0,57.81,51.77,dragapultdusknoir
1232,Matthew Clarke,UK,9,3,3,0,3 - 3 - 0 drop,56.94,54.86,dragapultdusknoir
1233,Kyle Chan,CA,9,3,3,0,3 - 3 - 0 drop,56.94,53.84,gholdengolunatone
1234,Kyle Patterson,US,9,3,3,0,3 - 3 - 0 drop,56.94,49.68,greninja
1235,Jason Hitzfield,US,9,3,3,0,3 - 3 - 0 drop,56.94,49.12,joltikpikachu
1236,Alex Peters,CA,9,3,3,0,3 - 3 - 0 drop,56.67,52.56,zoroark
1237,Michael Jun-Dundas,CA,9,3,3,0,3 - 3 - 0 drop,56.67,52.13,gholdengolunatone
1238,Robert Simpson,CA,9,3,3,0,3 - 3 - 0 drop,56.67,51.78,zoroark
1239,Kyler Short,CA,9,3,4,0,3 - 4 - 0 drop,56.63,50.34,miraidoneelektrik
1240,Bradley Jones larocque,CA,9,3,4,0,3 - 4 - 0 drop,56.29,48.51,kangaskhan-megabouffalant
1241,David Aquino,CA,9,3,4,0,3 - 4 - 0 drop,55.61,58.64,joltikpikachu
1242,Mark Dizon,CA,9,3,3,0,3 - 3 - 0 drop,55.56,50.41,charizardnoctowl
1243,Will Skop,US,9,3,3,0,3 - 3 - 0 drop,55.56,50.05,charizardnoctowl
1244,Juhyung Lee,CA,9,3,5,0,3 - 5 - 0,55.36,52.16,crustle
1245,joseph modeen,US,9,3,5,0,3 - 5 - 0,53.96,49.43,raging-boltogerpon
1246,Austin Versteeg,CA,9,3,4,0,3 - 4 - 0 drop,53.91,48.4,dragapultdusknoir
1247,Landen Kaetler,CA,9,3,4,0,3 - 4 - 0 drop,52.55,50.97,gholdengolunatone
1248,Danny Bazzi,US,9,3,5,0,3 - 5 - 0,52.34,50.77,gholdengolunatone
1249,David Hall,CA,9,3,5,0,3 - 5 - 0,52.34,48.79,grimmsnarlfroslass
1250,stuart Miller,CA,9,3,5,0,3 - 5 - 0,52.08,52.04,gholdengolunatone
1251,Callahan Fleming,US,9,3,4,0,3 - 4 - 0 drop,52.04,53.64,charizardnoctowl
1252,Loc Nguyen,US,9,3,4,0,3 - 4 - 0 drop,51.7,49.86,garchomp
1253,Christian Cantelon,CA,9,3,5,0,3 - 5 - 0,51.56,51.32,iron-handsmagneton
1254,Philip Franco,US,9,3,5,0,3 - 5 - 0,51.56,48.77,gardevoirjellicent
1255,Christian LaBella,CA,9,3,3,0,3 - 3 - 0 drop,51.39,53.62,zoroark
1256,Devin Holland,US,9,2,1,3,2 - 1 - 3 drop,51.39,53.44,zoroark
1257,Eian Drinkwater,US,9,3,3,0,3 - 3 - 0 drop,51.39,49.81,dragapultdusknoir
1258,Jarod Bennet,US,9,3,5,0,3 - 5 - 0,51.3,51.33,alakazamdudunsparce
1259,Charles Gu,CA,9,3,4,0,3 - 4 - 0 drop,51.19,51.36,charizardnoctowl
1260,Chad Abner,US,9,3,4,0,3 - 4 - 0 drop,51.19,50.12,gholdengolunatone
1261,Lindsay Reid,US,9,3,4,0,3 - 4 - 0 drop,51.02,46.86,raging-boltogerpon
1262,Justin O’Neill,CA,9,2,3,3,2 - 3 - 3,50.78,49.88,gholdengolunatone
1263,Shadow Maine,US,9,3,5,0,3 - 5 - 0,50.78,49.77,gholdengolunatone
1264,Kevin Bonilla,US,9,2,3,3,2 - 3 - 3,50.68,50.6,gholdengolunatone
1265,Eli Grove,US,9,3,4,0,3 - 4 - 0 drop,50.61,53.63,gardevoirjellicent
1266,Michael Meal,CA,9,3,4,0,3 - 4 - 0 drop,50.51,54.19,gholdengolunatone
1267,Adrian D’Souza,CA,9,3,3,0,3 - 3 - 0 drop,50.0,47.88,gholdengolunatone
1268,Luke Morsa,US,9,2,2,3,2 - 2 - 3 drop,49.32,60.27,gardevoir
1269,Edouard Moinard,CA,9,3,5,0,3 - 5 - 0,49.22,45.71,joltikpikachu
1270,Cameron Cole,CA,9,3,4,0,3 - 4 - 0 drop,49.18,56.4,lopunny-megadusknoir
1271,Matthew Hajjar,US,9,3,5,0,3 - 5 - 0,49.01,47.05,latias-mega
1272,Sujith Jagan,CA,9,2,3,3,2 - 3 - 3,48.75,47.63,alakazamdudunsparce
1273,Jessica Shen,CA,9,2,3,3,2 - 3 - 3,48.7,48.47,alakazamdudunsparce
1274,Sophia Stehlik,CA,9,3,3,0,3 - 3 - 0 drop,48.61,54.72,gholdengo
1275,Manav Govil,US,9,3,3,0,3 - 3 - 0 drop,48.61,53.7,gardevoir
1276,Lucas Thiele,US,9,3,3,0,3 - 3 - 0 drop,48.61,52.69,dragapultdusknoir
1277,Josh Theal,CA,9,3,4,0,3 - 4 - 0 drop,48.57,49.89,spidops
1278,Connor Rowe,US,9,2,2,3,2 - 2 - 3 drop,48.47,46.08,gardevoirjellicent
1279,Charlie Barra,US,9,3,5,0,3 - 5 - 0,48.44,52.29,charizardnoctowl
1280,Brooks Clark,US,9,3,5,0,3 - 5 - 0,48.44,49.0,dragapultdusknoir
1281,Ethan Graham,CA,9,3,4,0,3 - 4 - 0 drop,48.44,52.52,dragapultcharizard
1282,Jeremy Kwok,CA,9,3,3,0,3 - 3 - 0 drop,48.33,53.88,garchomp
1283,Iain Harding,US,9,3,5,0,3 - 5 - 0,47.81,51.44,gardevoirjellicent
1284,Robin Clair,CA,9,2,3,3,2 - 3 - 3,47.66,45.13,charizard
1285,David Choi,CA,9,3,3,0,3 - 3 - 0 drop,47.22,54.72,noctowlogerpon-wellspring
1286,Brad Brown,US,9,3,5,0,3 - 5 - 0,46.99,47.45,raging-boltogerpon
1287,Jacob Solomon,CA,9,3,3,0,3 - 3 - 0 drop,46.94,51.65,dragapultdusknoir
1288,Mohid Siddique,CA,9,3,3,0,3 - 3 - 0 drop,46.67,48.7,dragapultdusknoir
1289,Meghan Desjardins,CA,9,2,3,3,2 - 3 - 3,46.18,46.38,alakazamdudunsparce
1290,Kevin Hughes,US,9,3,5,0,3 - 5 - 0,46.07,49.6,gholdengolunatone
1291,Perry-Anthony Snyder,CA,9,3,5,0,3 - 5 - 0,45.87,44.96,substitute
1292,Eric Milot,CA,9,3,3,0,3 - 3 - 0 drop,45.83,53.54,charizardnoctowl
1293,David Dinka,CA,9,3,5,0,3 - 5 - 0,45.63,48.02,gholdengolunatone
1294,Kenny Packala,US,9,3,5,0,3 - 5 - 0,45.31,50.29,kangaskhan-megabouffalant
1295,Anthony Lopez,US,9,3,5,0,3 - 5 - 0,45.31,46.88,zoroark
1296,Peter Pham,CA,9,3,4,0,3 - 4 - 0 drop,45.07,46.67,ceruledge
1297,Marshall Cary,US,9,3,5,0,3 - 5 - 0,44.98,47.15,gardevoir
1298,Dan Mopsick,US,9,3,5,0,3 - 5 - 0,44.94,47.45,raging-boltogerpon
1299,Jeffrey Engson,CA,9,3,5,0,3 - 5 - 0,44.46,48.35,dragapultdusknoir
1300,Shelby Huddleston,US,9,3,3,0,3 - 3 - 0 drop,44.44,49.85,dragapultdusknoir
1301,Gabriel Hebert,CA,9,3,5,0,3 - 5 - 0,44.27,45.57,gholdengolunatone
1302,Kelvin Duong,CA,9,2,3,3,2 - 3 - 3,44.01,49.87,gardevoir
1303,Robert Dillworth,US,9,3,5,0,3 - 5 - 0,43.95,50.5,gholdengolunatone
1304,Marcelo Gil,US,9,3,5,0,3 - 5 - 0,43.75,46.7,joltikpikachu
1305,Nicholas Olson,US,9,3,5,0,3 - 5 - 0,43.75,45.51,greninja
1306,Kyle Chrenek,CA,9,2,3,3,2 - 3 - 3,43.27,47.15,absol-megakangaskhan-mega
1307,Avner Melamed,CA,9,3,5,0,3 - 5 - 0,43.13,48.02,zoroark
1308,Sujith Nalabolu,US,9,3,4,0,3 - 4 - 0 drop,43.03,47.47,charizardnoctowl
1309,NINGXI WANG,CA,9,3,5,0,3 - 5 - 0,42.89,45.14,gholdengolunatone
1310,Hanna Richir,US,9,2,3,3,2 - 3 - 3,42.76,49.25,gholdengojoltik
1311,Nathaniel Leclerc,CA,9,2,3,3,2 - 3 - 3,42.54,50.8,gholdengolunatone
1312,bret obrien,US,9,3,5,0,3 - 5 - 0,42.37,49.65,joltikpikachu
1313,Dalton Hiltz,CA,9,3,5,0,3 - 5 - 0,42.22,50.11,flareonnoctowl
1314,Kevin Zelaya,US,9,3,5,0,3 - 5 - 0,41.96,44.93,lopunny-megadusknoir
1315,Cole Chevalier,CA,9,2,3,3,2 - 3 - 3,41.92,48.12,grimmsnarl
1316,Ashla Gaetano,US,9,3,5,0,3 - 5 - 0,41.67,47.96,gardevoir
1317,Erik Renaud,CA,9,3,5,0,3 - 5 - 0,41.41,47.24,charizardnoctowl
1318,Juniemar Paa,CA,9,2,3,3,2 - 3 - 3,41.41,46.65,flareonnoctowl
1319,Joshua Hildinger,US,9,3,5,0,3 - 5 - 0,41.25,48.48,joltikpikachu
1320,Nicolas Tomaro,CA,9,3,5,0,3 - 5 - 0,40.94,48.63,charizardnoctowl
1321,Ted Blake,US,9,3,5,0,3 - 5 - 0,40.94,45.59,dragapultdusknoir
1322,Jaykob Jankowski,US,9,1,1,6,1 - 1 - 6,40.92,47.69,gardevoir
1323,Paul Athayde,CA,9,3,4,0,3 - 4 - 0 drop,40.82,49.22,lopunny-megadusknoir
1324,Leonardo Cardelli,CA,9,2,3,3,2 - 3 - 3,40.51,47.08,dragapultdusknoir
1325,Alan Parrales,US,9,3,5,0,3 - 5 - 0,40.31,46.99,lopunny-megadusknoir
1326,Joseph Dunkley,CA,9,3,5,0,3 - 5 - 0,40.1,43.52,lopunny-megadusknoir
1327,Joshua De Michele,US,9,3,4,0,3 - 4 - 0 drop,40.0,52.12,gholdengolunatone
1328,Nolan Byrne,US,9,3,5,0,3 - 5 - 0,39.58,47.57,gardevoirjellicent
1329,Adam Garzon,CA,9,2,3,3,2 - 3 - 3,38.91,49.18,gholdengolunatone
1330,HECTOR IBARRA,US,9,3,4,0,3 - 4 - 0 drop,38.78,47.11,lopunny-megadusknoir
1331,Luigi Carmine Del Gusto,FR,9,2,3,3,2 - 3 - 3,38.54,48.93,ceruledge
1332,Reid Goodrich,US,9,3,5,0,3 - 5 - 0,38.28,45.15,kangaskhan-megabouffalant
1333,Devin Pratchler,CA,9,2,3,3,2 - 3 - 3,37.24,44.04,charizardpidgeot
1334,Yanni Bellefroid Lefkakis,CA,9,3,3,0,3 - 3 - 0 drop,37.22,44.96,dragapultdusknoir
1335,Teagon Dreher,US,9,2,3,3,2 - 3 - 3,36.92,45.53,dragapultdusknoir
1336,Michael Bertorelli,CA,9,3,5,0,3 - 5 - 0,35.53,45.04,dragapultdusknoir
1337,Tan Le,CA,9,2,3,3,2 - 3 - 3,35.16,43.39,gardevoirjellicent
1338,Alan Ames,CA,9,3,5,0,3 - 5 - 0,32.55,43.15,gholdengolunatone
1339,Clarence Chen,US,8,2,2,2,2 - 2 - 2 drop,65.28,53.94,gholdengolunatone
1340,Mohamadou Ndiaye,US,8,2,2,2,2 - 2 - 2 drop,65.28,51.16,dragapultdusknoir
1341,SHOICHI SUZUKI,JP,8,2,2,2,2 - 2 - 2 drop,65.28,48.15,gholdengolunatone
1342,Adriano Candido Jr,US,8,2,3,2,2 - 3 - 2 drop,63.47,50.76,charizardnoctowl
1343,Savio Joseph,CA,8,2,2,2,2 - 2 - 2 drop,62.5,50.88,gholdengolunatone
1344,Idhant Gode,US,8,2,2,2,2 - 2 - 2 drop,61.11,56.34,gardevoir
1345,Thomas Chow,CA,8,2,2,2,2 - 2 - 2 drop,61.11,52.27,charizardnoctowl
1346,Hubert Mireault,CA,8,2,2,2,2 - 2 - 2 drop,61.11,51.39,gardevoir
1347,Pearce Blend,US,8,2,2,2,2 - 2 - 2 drop,61.11,49.68,zoroark
1348,James Fay,US,8,2,3,2,2 - 3 - 2 drop,60.71,54.25,grimmsnarlfroslass
1349,Mike Romano,US,8,2,2,2,2 - 2 - 2 drop,59.72,50.88,dragapultdusknoir
1350,Deven Al-Khoury,CA,8,2,2,2,2 - 2 - 2 drop,59.72,50.23,gholdengolunatone
1351,Alex Fedo,US,8,2,2,2,2 - 2 - 2 drop,58.33,49.91,charizardpidgeot
1352,Mark Gunther,CA,8,2,2,2,2 - 2 - 2 drop,58.33,48.29,absol-megakangaskhan-mega
1353,Stephanie Lahaie,CA,8,2,2,2,2 - 2 - 2 drop,58.33,47.08,alakazamdudunsparce
1354,Andrew Iozzo,CA,8,2,3,2,2 - 3 - 2 drop,57.14,51.36,dragapultcharizard
1355,Travis Beckwith,US,8,2,2,2,2 - 2 - 2 drop,56.94,54.17,gholdengolunatone
1356,Montgomery LeBlanc,US,8,2,2,2,2 - 2 - 2 drop,56.94,51.25,gardevoir
1357,James Apolinario,CA,8,2,2,2,2 - 2 - 2 drop,56.94,50.14,absol-megakangaskhan-mega
1358,Tung-Lin Wu,CA,8,2,2,2,2 - 2 - 2 drop,55.28,52.5,joltikpikachu
1359,Sean Jen,US,8,2,2,2,2 - 2 - 2 drop,55.0,52.28,dragapultdusknoir
1360,Yang-hua Chu,US,8,2,4,2,2 - 4 - 2,54.48,52.13,raging-boltogerpon
1361,Matthew McCoag,CA,8,2,3,2,2 - 3 - 2 drop,54.29,48.57,dragapultdusknoir
1362,Chongyang Wang,CA,8,2,2,2,2 - 2 - 2 drop,54.17,52.78,gholdengolunatone
1363,Luke Morton,UK,8,2,2,2,2 - 2 - 2 drop,54.17,50.37,charizardnoctowl
1364,Alex Demorizi,CA,8,2,2,2,2 - 2 - 2 drop,54.17,48.1,charizardpidgeot
1365,Adam Burda,US,8,2,2,2,2 - 2 - 2 drop,54.17,47.64,charizardnoctowl
1366,Yunrong Cai,US,8,2,2,2,2 - 2 - 2 drop,53.19,53.39,gardevoir
1367,Mason Adolfs,US,8,2,2,2,2 - 2 - 2 drop,52.78,53.1,gardevoir
1368,Rodolfo Ruacho,US,8,2,2,2,2 - 2 - 2 drop,52.78,51.2,venusaur-mega
1369,Luke Paul,US,8,2,2,2,2 - 2 - 2 drop,52.78,50.07,dragapultcharizard
1370,Emmet McGarrigle,IE,8,2,4,2,2 - 4 - 2,51.88,45.78,charizardpidgeot
1371,Adam Weiss,US,8,2,4,2,2 - 4 - 2,51.72,45.66,dragapultdusknoir
1372,Seth D'Mello,CA,8,2,4,2,2 - 4 - 2,51.3,48.82,kangaskhan-megabouffalant
1373,Layla Bell,US,8,2,3,2,2 - 3 - 2 drop,51.19,48.42,gholdengo
1374,Rob Werner,US,8,2,2,2,2 - 2 - 2 drop,51.11,51.21,gholdengolunatone
1375,Jefferson Ng,CA,8,2,2,2,2 - 2 - 2 drop,51.11,48.06,gholdengojoltik
1376,Carlos Motta,US,8,2,4,2,2 - 4 - 2,50.0,47.84,gardevoir
1377,Brett Johnson,US,8,2,3,2,2 - 3 - 2 drop,49.49,49.6,roaring-moon
1378,Abe Morales,US,8,2,3,2,2 - 3 - 2 drop,49.25,49.94,iron-thornscrustle
1379,Michael Pinera,CA,8,2,4,2,2 - 4 - 2,49.22,50.8,absol-megakangaskhan-mega
1380,James Bratton,US,8,2,4,2,2 - 4 - 2,49.11,46.07,noctowlogerpon-wellspring
1381,Kenneth Xu,US,8,2,3,2,2 - 3 - 2 drop,48.67,49.2,gholdengolunatone
1382,Samuel Thivierge,CA,8,2,2,2,2 - 2 - 2 drop,48.61,49.31,absol-megakangaskhan-mega
1383,Josh Amos,CA,8,2,4,2,2 - 4 - 2,48.44,46.94,gardevoir
1384,Alexander Teeter,CA,8,2,4,2,2 - 4 - 2,48.44,46.19,gholdengolunatone
1385,Aapo Antikainen,FI,8,2,2,2,2 - 2 - 2 drop,48.06,52.31,joltikpikachu
1386,Benjamin Guay,CA,8,2,4,2,2 - 4 - 2,47.92,46.52,slaking
1387,Michael Carlino,US,8,2,4,2,2 - 4 - 2,47.77,46.07,charizardpidgeot
1388,Trevor Wu,CA,8,2,4,2,2 - 4 - 2,46.98,50.02,charizardnoctowl
1389,Anthony Harter,US,8,2,4,2,2 - 4 - 2,46.88,49.32,gholdengolunatone
1390,Daniel Holt,CA,8,2,4,2,2 - 4 - 2,46.88,46.87,gholdengolunatone
1391,Christopher Prozeralik,US,8,2,3,2,2 - 3 - 2 drop,46.8,47.82,gardevoir
1392,Scott Smith,US,8,2,3,2,2 - 3 - 2 drop,46.26,50.86,gardevoir
1393,Nicholas Brentana,US,8,2,4,2,2 - 4 - 2,46.09,45.87,charizardpidgeot
1394,Matthew Farkas,CA,8,2,2,2,2 - 2 - 2 drop,45.83,48.52,charizardnoctowl
1395,Maddox Beaudry,CA,8,2,2,2,2 - 2 - 2 drop,45.56,50.51,dragapultdusknoir
1396,Aleksander Ryan,US,8,2,2,2,2 - 2 - 2 drop,45.56,49.23,gholdengolunatone
1397,Adrien Neret,BE,8,2,4,2,2 - 4 - 2,45.16,46.59,charizardnoctowl
1398,Shane DeSouza,CA,8,2,4,2,2 - 4 - 2,45.05,43.9,charizardnoctowl
1399,Anthony Pham,CA,8,2,4,2,2 - 4 - 2,44.57,46.51,dragapultdusknoir
1400,Phil Smith,CA,8,2,4,2,2 - 4 - 2,44.53,42.99,raging-boltogerpon
1401,Jiahua Zhang,CA,8,2,2,2,2 - 2 - 2 drop,44.17,49.97,gholdengolunatone
1402,Austin Ditschun,CA,8,2,2,2,2 - 2 - 2 drop,43.89,52.41,gardevoirjellicent
1403,David Cynoske,US,8,2,4,2,2 - 4 - 2,43.8,43.84,gholdengolunatone
1404,Taryn Discher,US,8,2,4,2,2 - 4 - 2,43.59,49.56,flareonnoctowl
1405,MATTHEW JI,CA,8,2,2,2,2 - 2 - 2 drop,43.06,48.47,froslassmunkidori
1406,Anon Cheewakarn,US,8,2,2,2,2 - 2 - 2 drop,43.06,47.73,dragapultdusknoir
1407,Patrick Knapp,US,8,2,2,2,2 - 2 - 2 drop,42.5,50.8,dragapultdusknoir
1408,Kris Harsh,US,8,2,4,2,2 - 4 - 2,42.19,48.32,dragapultdusknoir
1409,Adam Vigil,US,8,2,4,2,2 - 4 - 2,41.96,47.38,gardevoirjellicent
1410,Maximus Evans,CA,8,2,2,2,2 - 2 - 2 drop,41.94,52.27,charizardnoctowl
1411,Drew Wakefield,US,8,2,4,2,2 - 4 - 2,41.93,45.64,gholdengolunatone
1412,Denise Ng,CA,8,2,4,2,2 - 4 - 2,41.41,41.9,gholdengolunatone
1413,Ian Venton,US,8,1,2,5,1 - 2 - 5,41.2,50.9,alakazamdudunsparce
1414,Ping Hei Chau,CA,8,2,4,2,2 - 4 - 2,41.14,49.5,gardevoir
1415,Eddie Wazermas,CA,8,2,4,2,2 - 4 - 2,41.03,45.7,charizardpidgeot
1416,Gabriel Anayas,CA,8,2,4,2,2 - 4 - 2,40.1,46.48,noctowlogerpon-wellspring
1417,Jason Babbitt,CA,8,2,4,2,2 - 4 - 2,39.84,45.49,zoroark
1418,Scott Wade,US,8,2,4,2,2 - 4 - 2,39.35,46.62,gardevoir
1419,Holly Sturm,US,8,2,4,2,2 - 4 - 2,38.68,45.18,gardevoirjellicent
1420,Mylaine Bélanger,CA,8,2,4,2,2 - 4 - 2,37.98,48.61,gardevoir
